,test
26239,-6.64385618977472
353140,-6.64385618977472
353141,-6.64385618977472
353142,-6.64385618977472
353143,-6.64385618977472
353144,-6.64385618977472
84648,-6.64385618977472
353145,-6.64385618977472
199834,-6.64385618977472
254910,-6.64385618977472
448835,-6.64385618977472
3932,3.49657569387713
253558,2.8718758033511
51451,5.55286388263353
9836,2.36079913425422
414332,-0.828880624686535
286256,1.68925504397679
389812,-0.141556223326124
3933,-6.64385618977472
3934,7.78871812091079
158062,-6.64385618977472
138307,-6.64385618977472
392399,-6.64385618977472
401562,-2.57970084128343
254251,0.662615580081724
84458,0.961892109894801
3936,4.90186168194356
3937,2.99694362843009
197021,-3.83507643013111
3938,-4.62495859576753
8861,5.86992489212813
9079,2.4404511679091
11155,-1.8055380066159
160287,-4.2901771433086
92483,-4.05705219080631
3939,8.76870077416902
3945,8.68823134157589
3948,-2.93598320586395
197257,-0.345615111289167
388633,-0.322537153225169
401944,2.48487090950758
143458,3.57007518122075
26119,4.67939915179662
3949,4.8440138459564
84247,3.88202870260098
23641,2.44513909970479
116842,0.411898221178831
11061,-6.64385618977472
3950,-6.64385618977472
51176,6.18804297427024
10637,6.22684220676925
7044,2.13829856357343
389170,-1.96978054279261
149018,-6.64385618977472
93273,0.332397756604986
221496,5.24699363070821
23592,3.87377087677482
55891,-3.48202952930639
79165,4.16621845395754
114823,6.7751208188494
94059,3.84090427004657
123169,4.54575930469793
64175,3.91914015068556
55214,0.781726120456984
10536,3.69297451082141
23484,4.92714885551549
54741,5.11471569770421
3953,1.97136889364668
3952,-3.47928936562721
3954,4.86899087944901
137994,0.64137136799172
25875,5.87821375627723
342900,-6.64385618977472
3955,7.46785977384695
85329,-4.08892350715886
29124,-6.64385618977472
56891,-6.64385618977472
3956,8.63803624068699
3957,2.63837686091558
3959,9.25662744855646
3958,9.58287411663973
3960,10.1821719299426
653499,-2.93565350931103
3963,-1.04806051478444
3964,3.98587417491207
284194,3.83863667849295
654346,3.69297886495819
3965,7.4913924667687
9211,-3.95033126882557
55203,0.676984719289612
203190,-2.77713054795309
163175,1.39804485140081
5641,5.92063126760065
55366,3.67582616116143
8549,6.37512085307429
59352,3.16682753441597
51557,-5.84526321975094
1939,5.22526092375432
3972,-0.852814894643881
3973,-6.64385618977472
340596,-3.15202041574669
10184,3.68748302788429
375612,-2.02259217640401
375323,-5.80244441687288
222662,-5.11201050230002
10186,3.45211397990298
64077,4.04348778107115
3975,-6.64385618977472
9355,-2.80470875195148
8022,-6.64385618977472
89884,-1.94852177862826
64211,-2.58786666976771
26468,0.431420876231478
431707,-6.64385618977472
56956,-6.64385618977472
11019,4.14819875009256
3977,-0.0473412027561731
3976,3.61089348591364
3978,4.86620598521043
3980,4.31445832874038
3981,2.52825023085958
11024,-1.89925035231213
11027,-2.84950526587253
11026,-3.47277187813387
23547,-2.02383096207285
353514,0.0223241842811278
79168,-1.10720356361465
10859,1.18071983058247
10288,0.851214995603403
11025,-0.876673744662758
11006,2.2696293267994
10990,0.237208556549066
79166,-5.04514335045837
3982,-6.64385618977472
51474,6.065060820532
22998,2.96488048927902
8994,4.06032051175165
80774,3.24220945988649
54923,3.8493430967579
3984,5.03793739062842
3985,5.04400114445499
3987,3.82128296242193
55679,4.31835851205058
100271835,-1.84666834675085
96626,-2.47536407926031
79727,-6.64385618977472
389421,-6.64385618977472
55957,3.37068991179853
91750,2.01410218430136
132660,2.35614482114686
8825,2.38376862487331
64130,2.35916641355961
55327,3.15526573371644
286826,1.59545046613632
84894,1.97140836150379
158038,-3.66146561097263
645191,-6.64385618977472
339398,-2.91382820060643
55180,2.52600284806607
3988,5.29238018756992
3990,-1.67760575304909
3991,2.18196845959065
8513,-4.59797039585447
9388,3.1120459724359
200879,3.66848012499533
149998,-4.81169605562619
142910,-4.6969439204015
643414,-4.42510157044608
340654,-6.64385618977472
643418,-6.64385618977472
51601,2.98051869879931
387787,1.10707312161801
9516,6.20443190516029
128077,3.63826998762036
167410,-3.66580100361166
3996,3.14666408969248
3993,7.40668483383213
84298,5.58054135349895
79748,-6.64385618977472
3998,4.93066488443355
81562,4.08813620676521
10960,7.87810173902821
55716,4.83635670563038
64327,5.05696106765137
55788,5.37134102329358
92255,2.24626545979548
29995,4.27606768476337
64788,3.44257949139572
91289,4.88125518830358
89782,1.37809364513164
4000,7.78461251644238
4001,5.87602900246477
84823,6.19857507561777
4004,-4.11677746754951
4005,3.09449548907748
55885,0.817077668614213
8543,2.88135641121257
4008,5.91663995172222
25802,3.76669363104064
442721,-6.64385618977472
56203,-0.875671722242202
22853,3.61010657661735
114783,2.07990956207588
4009,-6.64385618977472
4010,-3.83869771601216
348801,-0.00387546721037161
4012,1.98559197669148
84708,3.99368463806024
222484,3.87267972479826
100009676,1.23053473626789
100101266,-1.35578219057132
100101938,-5.608543437552
100124692,2.28842506944057
100125556,1.49068214487208
100126784,-2.49913835531449
100127888,1.12018698066704
100128023,-6.64385618977472
100128076,-6.64385618977472
100128164,-4.08592334624221
100128191,1.17359404327003
100128239,-2.0693726765501
100128288,0.584038268457632
100128292,-1.50853590187858
100128542,-1.00251332332646
100128554,-6.64385618977472
100128573,-2.14019631316049
100128640,-0.77442034142838
100128675,-6.64385618977472
100128788,-1.31029770188391
100128811,-6.64385618977472
100128822,2.75087668784096
100128842,0.921675247638135
100128977,-6.64385618977472
100129034,4.48079089287429
100129055,-4.69201255264289
100129066,-6.64385618977472
100129387,1.26465683937267
100129534,1.12895230672001
100129550,0.743580812684644
100129637,2.40354538098312
100129716,-3.2353724823939
100129726,-1.66764488403945
100129935,-6.64385618977472
100130015,1.13546755289025
100130093,0.82242133999399
100130148,-6.64385618977472
100130238,-3.46573964567406
100130264,-6.64385618977472
100130274,-6.64385618977472
100130331,-2.32454657411408
100130386,-6.64385618977472
100130522,-2.20997590477264
100130557,0.925863454964246
100130581,0.940617366303708
100130691,0.89494812271249
100130776,3.38616846629913
100130872,1.5046782241589
100130932,2.67831932015398
100130933,3.01317702612812
100130987,-0.450230999232964
100131193,0.90545357936645
100131434,1.51491485589582
100131496,-2.702224675368
100131551,-4.33852893095578
100131691,-0.480848209510049
100131726,-6.64385618977472
100132111,-0.830025523216653
100132215,-0.440910291285481
100132247,2.51956748855018
100132287,3.47809444924069
100132288,4.15187971935931
100132354,1.0456240943344
100132707,2.28688613252956
100132724,-2.51459606025532
100132831,-4.28374460607553
100132832,-1.40905032452212
100133050,-6.64385618977472
100133161,0.0909556620783325
100133308,-6.64385618977472
100133331,2.14028031344152
100133469,-6.64385618977472
100133545,-1.67890468294337
100133612,2.17307699829731
100133669,-3.62104022849205
100133893,-3.45281622869121
100133920,-6.64385618977472
100133957,0.7442056229152
100133985,1.31632534557184
100133991,2.04570483321239
100134229,4.52169872609824
100134259,-3.02874199010701
100134368,-1.71675697943028
100134713,0.383054224388674
100134868,-0.183870296859965
100144603,1.01182760459944
100144604,-2.51760664386968
100169752,-6.64385618977472
100170939,2.149154100511
100188947,0.36902444389607
100188949,-1.39509970108306
100189589,-4.38416510892822
100190938,0.659967341832837
100190939,3.82401473047625
100190940,4.92884575222907
100190986,2.7060524310543
100192378,-4.8642114256528
100192379,-6.64385618977472
100192426,-6.64385618977472
100216001,-2.61380609446827
100216545,1.51069292769784
100233209,-0.0902336902932776
100240726,-6.64385618977472
100240734,-6.64385618977472
100240735,-3.14839215703636
100268168,-1.87230422651376
100270710,4.65806386152696
100270746,1.04696699690254
100270804,1.4029817155109
100271722,-0.540699715655107
100271831,2.9836064751203
100271832,-6.64385618977472
100271836,2.8799571177029
100272146,1.15682156751828
100272216,-0.941268945244156
100272217,0.536561621751768
100272228,0.415834019053335
100286793,3.95243302199828
100286844,-0.193378264728557
100287227,-2.00173232631068
100287704,-6.64385618977472
100287718,-6.64385618977472
100288778,6.23475090866096
100289341,-0.531808757900137
100302401,-1.03471750328043
100302640,-6.64385618977472
100302650,-0.702324228856029
100303728,0.510071351422821
113230,4.91295734591187
115110,2.52321719462763
116437,-6.64385618977472
121838,-5.28695422670068
121952,-3.36203682765201
126536,-6.64385618977472
127841,-2.24387205292048
134466,-2.25497323836771
143188,-1.71265904148186
143666,-1.62675050177105
144438,4.05279927956727
144486,-1.78128413028459
144571,-1.01679959665407
144742,-5.17786916765443
144776,-6.64385618977472
145474,-6.64385618977472
145783,0.0127587203454209
145820,-2.3593506804317
145837,-0.547760288579372
145845,-6.64385618977472
146336,-4.75439464736955
146481,-4.93513271748549
146880,4.63834444317924
147727,3.8886394970588
147804,1.69395297948173
148145,-4.16813397516153
148189,0.715043327310211
148413,4.50940857475404
148696,-3.26985627065577
148709,-0.274426713105236
148824,-6.64385618977472
149134,-0.521160066532888
149620,-6.64385618977472
149837,2.20233118478992
150185,-6.64385618977472
150197,0.199891019570483
150381,2.24630697809412
150527,-6.64385618977472
150568,-6.64385618977472
150622,-6.64385618977472
150776,4.29306591369381
150786,1.913405253269
151009,3.07959954248192
151162,7.08167445155369
151174,-1.71425907660845
151300,-6.64385618977472
151534,2.67183495206719
151658,-6.64385618977472
152024,-5.42072066306234
152217,4.24540588683586
152225,-6.64385618977472
153328,-3.35777816150934
153684,0.0320157169750516
153910,-6.64385618977472
154449,-6.64385618977472
154761,-1.88646746218675
154822,-2.75647106274617
157381,-4.9706249554386
157627,-6.64385618977472
158376,-2.13350746751585
158572,-0.632382078339944
158696,-2.91321755715577
162632,2.96044999459516
168474,-2.46993178194768
200030,2.97900277312894
200726,-6.64385618977472
201651,1.13142697936261
202181,1.16308228913859
202781,4.07323826602935
219347,-2.06304967424
220429,-2.2522703793444
220594,-1.0614355877368
220729,3.00599248041264
220930,1.52276476018142
221122,-6.64385618977472
221442,1.05051827488218
221710,1.99637291654388
222699,-0.216641454699454
253039,4.46858031455551
253724,-0.967724342394847
254312,-6.64385618977472
254559,-5.11177240523943
255025,-6.64385618977472
255167,-1.95478828883565
256880,-1.74378438901619
257358,-3.94012311965112
25845,4.89888535804294
26102,-5.78906884404725
282997,0.843428555349943
283050,-1.28100200479148
283070,3.39166749366614
283174,0.372668259968108
283267,2.30124517164265
283314,2.36078031341896
283332,-6.64385618977472
283392,-4.39686667093427
283404,-4.24557005963644
283663,1.94474113597152
283731,-0.693949696315786
283761,-4.49732286750904
283856,-4.6514749186929
283867,-2.73308867272278
283914,-6.64385618977472
283922,1.01472630440746
283999,-4.45521327461462
284009,-6.64385618977472
284023,1.99215548957774
284100,-3.36627893547143
284232,-5.06353804075439
284233,2.10555386435166
284276,-2.87505218701768
284379,-6.64385618977472
284440,1.01125944706052
284441,2.16157521641729
284551,-3.36335227706704
284578,-3.15503886686091
284632,-3.69901173093656
284661,-5.07608619867048
284688,-6.64385618977472
284749,-3.52317777379022
284788,-6.64385618977472
284798,-1.88670922099495
284837,0.419457869035619
284900,2.54941189710376
285033,1.55755374233645
285045,-6.64385618977472
285074,2.80160114845612
285194,-6.64385618977472
285205,-6.64385618977472
285359,2.54979353609185
285370,-6.64385618977472
285375,-6.64385618977472
285401,-4.64800550204232
285419,0.719573167316201
285456,-6.64385618977472
285501,-4.22659783633263
285548,-1.83087865597781
285593,-3.64813677111209
285627,-6.64385618977472
285629,-0.865179288360095
285692,-6.64385618977472
285696,-4.8898730176273
285733,-3.12084165109574
285735,-6.64385618977472
285740,-3.41621019221149
285768,-3.07348961431223
285780,-6.64385618977472
285796,-5.10088754877295
285830,0.72136799273285
285847,-6.64385618977472
285954,-3.01756637043397
286002,-5.05560781187006
286094,-6.64385618977472
286135,-6.64385618977472
286238,-6.64385618977472
286359,-6.64385618977472
286367,-0.121158129867925
286467,2.47401034756431
29034,-6.64385618977472
338588,-6.64385618977472
338651,1.62177531880831
338758,-0.605616511082747
338799,4.16895290089727
339047,5.91089622239323
339240,-6.64385618977472
339290,4.81134234777566
339524,-0.715792771925315
339535,-4.73384732426225
339568,-6.64385618977472
339674,-4.71479517842027
339788,-5.13466925182172
340017,-6.64385618977472
340074,-2.73671582722045
340094,-6.64385618977472
340357,-6.64385618977472
340508,-6.64385618977472
341056,-1.22111290503047
342346,-6.64385618977472
344595,0.117694836697764
344967,-2.59260383625486
347376,-6.64385618977472
348021,-6.64385618977472
348840,-6.64385618977472
348926,1.28577967236569
349114,3.85541378164544
349196,-1.37566554985157
360030,-6.64385618977472
374443,1.22002664515073
374491,-2.04559433413423
375190,1.13321514563882
387646,-1.33835823877953
387647,3.17369292424691
388152,4.32768923608511
388242,-1.18436917615267
388387,-4.69940047105049
388428,-6.64385618977472
388588,1.70968965581255
388692,3.34197659387827
388789,7.75723812116319
388796,6.75562498404009
388946,-6.64385618977472
388955,5.16074732398002
389033,-6.64385618977472
389332,0.219431338119867
389333,0.385556244088124
389458,-2.17189901212525
389493,-3.33954415548359
389634,-1.83069860988981
389705,-2.24942916697357
389791,0.17839161705147
390595,0.0627448005135162
390858,-1.60877096368782
391322,1.10210702015089
392196,-6.64385618977472
399744,2.07497500429391
399815,-0.256778597797768
399959,2.35748802568523
400027,3.3571774237526
400043,0.893773017420093
400657,1.73675467948501
400696,-3.51646510455275
400752,-0.811761819377285
400759,-1.20553233690668
400794,-2.2291317690899
400804,-5.74633172089444
400891,-6.64385618977472
400927,1.51494915875306
400931,-0.525443933828212
400940,-6.64385618977472
401010,0.285875736943017
401052,-0.55266117557622
401093,-0.957913826462942
401127,-2.62437103320549
401387,-4.6440928084928
401397,6.1122103481312
401431,-0.448916393620228
401463,-2.84776963642506
401588,1.65858894706879
402377,0.892318384131539
402644,-6.64385618977472
407835,2.26396155946076
415056,-6.64385618977472
440040,-6.64385618977472
440173,0.0899923692916302
440354,2.65425248713216
440356,-6.64385618977472
440461,-1.91298697243302
440563,-3.32220400147015
440896,-4.40561795258933
440905,-5.20416571659997
440925,2.1809081118444
440944,4.19242403510705
440957,5.64380399411627
441046,-0.30143608525664
441089,2.50488448618266
441177,-4.83894315142075
441204,-0.949349203818274
441208,2.40976256347617
441294,1.74300799677041
441454,-1.51019389816676
441455,-1.92343513980954
441601,-4.18038438187647
441666,-4.01914467061828
441869,-0.843988635449849
442308,-3.22462205859706
442421,-2.31824363388674
442454,3.93230283933822
442459,-3.92186522604754
493754,4.52609881374421
494141,-5.07810243397501
541471,4.53720576921585
541473,0.913617681398654
550112,3.51790790315398
550643,5.73144244194627
554202,-0.608951776263625
55908,-3.32929495450443
572558,-1.2007637917652
595101,0.429273744057478
606724,2.91185479732866
613037,-0.723612839965561
619207,-0.193341783151801
641298,-0.837388643761432
641367,-2.53283726501818
642587,-0.765927054836355
642597,3.66128484252261
642826,1.53175475223321
642846,4.24083527604866
642852,0.856525358488281
642929,-6.64385618977472
643008,0.666745601556519
643387,-0.0872763579509165
643486,-6.64385618977472
643677,-6.64385618977472
643719,-1.46013222241019
643763,-5.25037461263968
643837,3.04793954713458
643923,-6.64385618977472
643955,-6.64385618977472
644145,-0.878664760969127
644165,-0.790175445688679
644172,-1.44181922652825
644538,1.6403686293565
644669,-3.87351859388031
644936,0.554332468592304
645166,4.97954716736772
645323,-1.66933472380649
645332,2.39962096896781
645431,-0.0405686028281694
645676,1.54893960585565
645752,-3.7821214953403
646214,-0.104344639707351
646471,0.837989711012073
646498,-6.64385618977472
646627,5.50214806104473
646762,2.82418680606213
646813,-6.64385618977472
646851,-0.477870621687329
646982,-4.35044474423537
646999,-0.543867078800926
647121,-0.302346305736294
647288,-2.07106814959077
647309,-6.64385618977472
647859,-0.232437942992488
647946,-1.40538042050367
647979,7.44519160914479
648691,-4.81809993103848
648740,-0.476926620038527
649330,0.191060580876154
650293,-6.64385618977472
650368,1.28777713186129
650623,-0.154656369604238
651250,3.63012166458337
652276,0.824544086085762
653113,1.06764791447169
653501,1.203758522167
653544,-6.64385618977472
653545,-6.64385618977472
653566,6.02164749556919
653653,1.47588630661319
653786,-4.6440928084928
654342,5.79734807768954
654433,5.49359910487632
678655,5.34492117682726
723809,0.267457278068589
723972,0.963925541047334
727677,-4.63664381629424
727896,-0.798459479812303
727924,-6.64385618977472
728024,1.77979168081528
728190,3.70862812894221
728264,2.71404968061678
728276,-6.64385618977472
728323,1.74668455880637
728392,2.03787364987225
728410,-6.64385618977472
728554,3.98162399039267
728606,-6.64385618977472
728613,2.29036927628764
728640,0.0411449795696595
728643,4.96400017808656
728723,-0.148643634395348
728743,4.19658218342882
728758,0.486861582911667
728819,0.888741584258119
728855,5.04871874343899
728875,4.57271913459694
728989,-1.54706325771267
729020,0.386779132699723
729082,3.09863896318736
729121,-6.64385618977472
729156,-3.1823021799348
729176,0.50885449821857
729234,2.62623687782498
729375,0.63483159346433
729467,-1.17743146089277
729603,0.765111111101307
729609,-3.42595587340229
729668,-6.64385618977472
729678,3.77664087755367
729799,-0.890832817911109
4207,1.34245701985924
729991,3.476370712011
730101,2.36195720563174
730668,-3.14840062756674
730811,-6.64385618977472
731779,-6.64385618977472
731789,-5.46986552831261
732275,-6.64385618977472
80054,2.31172942506544
80154,4.87787814745857
81691,1.12766143772262
84740,-2.67008340651898
84856,-3.08629972461706
84931,-1.13264969494432
84989,-1.48285510840255
90110,3.08503362518556
90246,-0.873918025930654
90586,-2.76038260369631
90784,3.39941126872235
90834,0.965342939821333
91149,-6.64385618977472
91316,3.99289823431834
91450,-0.836865583414827
91948,-6.64385618977472
92249,3.94756164469987
92659,2.21217388404584
92973,-1.08017247630611
93432,1.48261826838634
93622,3.76445113275864
96610,6.57103313288202
118426,2.52410551607849
503693,0.0740571640626399
29931,-0.0120803720831433
9361,6.41699001079938
83752,4.57074567374064
91694,4.14352310859126
164832,-3.07413744942512
79836,2.02008898347786
4014,-6.64385618977472
125336,-4.05852782697265
4016,4.80119514877228
4017,4.27527111367819
84695,1.41746997288743
84171,0.529983714807313
4015,1.30846381257583
80350,-0.478921328967555
1902,1.53522494683562
9170,4.61083901868154
23566,-1.45556700902198
2846,-4.62379665048188
57121,3.4857631573461
10161,3.90379414258331
4018,-4.46147850133258
79888,4.59896830927158
54947,3.62574562648674
10162,5.53390394626408
254531,5.64799815787683
9926,4.11256827814031
22859,2.38435231026642
23266,1.49883181651995
23284,0.722782194002041
23175,4.91242286072166
9663,3.58423308945606
64900,4.59382391719579
4023,3.42016103990617
4025,-1.41761139176715
54886,2.03060503348156
64748,2.91663822655076
79948,-6.64385618977472
9890,-1.82633739010786
163404,-5.66236093609609
4026,1.54506230754083
9404,4.80253803528732
642946,-1.38435209717513
9227,-5.80366366357913
987,5.30618822062649
23143,3.60285010334611
57631,-1.44706523444444
84859,3.22079597299133
4034,5.00389811230392
55367,3.57919898901978
57622,-1.06991838771237
57497,-3.35298339549832
79414,3.39503324044782
78999,4.79784674002846
145581,-2.88076805223082
116844,4.1845174586989
136332,-2.41753627997548
26018,5.4429638186461
9860,2.37596232370155
121227,3.95982084366899
26103,-5.18221545508978
340745,-0.9025463436767
345193,-4.23172344249309
4033,0.622041183582987
26020,7.00021344090464
84918,4.73690083565312
29967,2.67306788227379
53353,-5.03601528107417
4035,6.07154110763693
55805,-1.0096169753044
4036,-6.33443518269
4037,4.3882325363335
4038,7.50530957095141
91355,2.84419322583501
4041,6.16614094946264
4040,3.24028320524506
7804,2.31243892008188
4043,7.61885845116536
10128,6.30269495380244
390205,1.25652222524324
376132,-6.64385618977472
389257,-3.97892084706758
9684,4.0552827172232
131578,3.18420187898594
55604,3.74803321817116
90668,-0.666377378618365
10234,0.686418599373041
474354,-2.59638242221747
64922,3.7595513717662
55227,3.59720026468715
55222,3.09162799352304
10233,3.19462372417635
441381,-1.20544677484121
126364,1.41944721707786
389816,2.30996721635436
80313,2.90559781412286
123355,3.80396385437207
26231,1.05629689999081
79442,2.00225592252637
339291,-6.64385618977472
79782,2.31447182520633
2615,4.11579218575803
375387,1.14476930153693
151827,-0.794215590075823
55282,4.08427253326732
474170,1.75500304763699
374819,1.05855706062218
55073,4.11572227452967
9884,2.95529388900439
147172,3.00220333596396
114659,2.03477904856607
127495,-1.51617173306326
116135,-6.64385618977472
81543,-0.0145378846496475
55631,2.53941787475195
10489,5.85412001278287
115353,4.70058553476996
254050,1.1386117092581
201255,4.20629611655652
90506,-0.450515355757216
57470,5.40506510728761
83450,-1.10528354317199
54839,2.77480235453217
94030,0.753591053550724
57689,-2.96756112535106
64101,0.133797921789221
123872,-4.10988917976795
440699,-6.64385618977472
219527,-1.48124453052627
115399,1.48217635770317
255252,2.94224903144936
116064,3.19522308970632
55379,7.23085046318618
65999,4.87000062605703
339977,2.1319527716011
286187,-6.64385618977472
100130742,-1.43886785394484
23639,3.52658356361068
100130733,-0.206073078917927
57554,-3.85433986280343
56262,4.65178625171994
23507,2.19027660897304
84230,0.764933750269111
55144,4.41327107258686
80131,2.60336883434128
85444,3.55968200653732
9208,5.56036530649535
9209,4.28304373394156
84125,-4.00704202525921
127255,-0.199104481240884
344657,-0.739017235565901
79705,4.23039032738251
120892,-1.52134715524712
57633,-2.91492885270139
10446,0.257117496878261
54674,-2.10946329104625
221091,2.2512276261834
164312,-1.7579480358407
347730,-2.3700332773479
26045,-2.31603546953198
347731,-5.8908213883242
80059,-2.92366364988616
90678,4.54136206436803
57408,-6.64385618977472
654429,-4.79291782464294
220074,2.29910216947665
222229,4.43553176386285
4045,2.81217120902755
55341,4.57075907043149
84967,5.23287815357427
134353,2.21942892226763
124801,5.46968354821934
26065,5.91406469564004
149986,5.7966650569669
27257,5.96191958403696
57819,6.05737801427032
27258,6.86646485350636
25804,7.38369746429021
23658,4.9932782410453
11157,5.3698719196865
51690,8.10596209303884
84316,6.05228702471364
4046,5.38741378673666
51599,7.62912706953428
4047,4.38307242465408
338821,-4.99442466167964
7940,3.68926120605295
4048,6.73694694884837
4049,-0.673390755367751
56413,1.99677542674666
1241,2.22544942865781
4052,4.76323052712982
4053,4.10190869802046
4054,5.18959019317908
8425,5.78391318210937
4055,6.89399458275802
4050,4.51071647078978
4056,0.463399646683175
4057,2.52561500728141
4058,2.47441378463817
84946,5.2203059422257
51631,5.91543141343213
51747,6.31132799764011
55692,5.96259419415604
4060,7.18021115397899
7798,3.71662418686979
338645,-2.08538934299266
51213,-6.64385618977472
767558,6.1088768588772
56925,3.98044279770698
8581,-0.0482834091235298
4061,6.80639380696415
58496,3.19730516966745
80741,1.23754034083545
80740,1.55463328875902
58530,7.04656276151274
79136,1.55230936516759
259215,0.494826104416889
4062,0.594821355919462
54742,-4.26747475492837
4065,4.95174255532714
9450,2.87614362615226
23643,2.82521810620898
4063,-0.0809397299535881
55646,5.37258297200637
129530,0.426267602416439
254773,-3.92431672062318
4066,2.17024104901406
66004,0.407040906297235
4067,4.35391723939249
116372,0.678815496634464
137797,-6.64385618977472
27076,0.000191525834681904
147719,-6.64385618977472
284348,0.870374069080796
130576,2.65533134519513
130574,1.73152109525513
10434,5.54970639784705
653639,2.47144278759199
11313,6.64186157343386
127018,4.42388157826827
57149,4.56085401113788
57226,3.20247822527954
57128,4.32402722588867
144363,3.73859224659798
90624,2.2011339415164
388695,2.53155570395349
256586,3.59040670014902
116068,3.01190830312244
145748,2.79547350875045
1130,2.07621937502996
10894,-0.113825543048904
84569,-6.64385618977472
119180,-6.64385618977472
131375,-6.64385618977472
57151,-6.64385618977472
4069,8.74756084493692
84328,4.01003740928135
54585,2.93676765810522
8216,4.95735455442964
11178,0.693557114594519
84445,5.31482917219355
4074,7.02731332481316
4081,-2.86160871193791
10586,3.18579938182995
346389,4.98798401881308
23499,5.90593216520237
28992,4.38035286280362
140733,1.08578219770874
8379,4.28566725712115
9587,4.75531354910998
4085,4.98332100652572
10459,5.63942753241283
8174,1.93857873115358
8567,4.26291886418744
10296,6.05361169410432
84944,-4.81525850439329
84232,6.5821784141809
389692,-6.64385618977472
9935,2.52274302679787
23764,3.49010208342105
4097,4.32975007631219
7975,5.11993086662605
4094,2.61609967889172
4109,-3.40553505387987
4110,1.2454687906933
4111,-6.64385618977472
4100,-6.64385618977472
4101,-4.16303958795423
4102,-6.64385618977472
4103,0.470254195074362
4104,-3.20254884516558
4105,-4.85682091007838
4107,-6.64385618977472
728269,-4.9259191073501
139422,-6.64385618977472
139604,-6.64385618977472
286514,-6.64385618977472
4112,-6.64385618977472
4113,-6.64385618977472
4114,-6.64385618977472
4115,-6.64385618977472
158809,-6.64385618977472
9947,-6.64385618977472
51438,-6.64385618977472
139081,-6.64385618977472
9500,6.41267766066708
10916,7.19427914703987
81557,1.32623501130417
728239,2.21560811979799
57692,0.0647739194967955
139599,-5.15930409655583
64110,5.30640104428068
28986,2.95159479852277
54551,-1.65458719922509
9223,2.62325910092887
9863,0.733246772046924
260425,3.17809468643199
79917,1.88230179474089
55110,3.23876439288413
4116,6.67282651123399
84061,5.23742600689792
4099,-6.64385618977472
84549,3.67329270880064
4117,-2.44468109305163
114569,6.81999505887402
378938,5.47691575157906
7851,5.04116065544147
10892,2.63099001117613
4118,0.262378717392686
256691,0.397791730012852
158056,1.10900852804893
9794,4.33122652629893
84441,2.12065151027806
55534,2.65941008908494
10046,0.0484594971826115
284358,-0.744504130720648
4121,4.63841037421636
10905,2.97085418750589
11253,5.85654779920519
57134,3.0305200727606
4124,4.43988529075111
4122,5.07475499513363
4125,5.50714751985295
23324,4.99538757537902
4123,5.66357786748008
63905,6.59914384101994
4126,4.35883709613695
149175,4.54465428364696
79694,2.54084019318553
7873,7.04333779953186
54682,6.13615632431179
4128,4.45990019106443
4129,2.50920003462184
4130,1.63003551131421
4131,1.96689609166939
254042,2.66272933537197
84557,6.03664177869715
643246,4.83794040824031
81631,5.52887895994336
440738,-3.05532120962584
55201,5.02504118413977
5604,5.38587746547139
5605,7.15631913636294
5606,5.89677970284441
6416,3.28599591842737
5607,4.38710301019287
5608,3.90244549329195
5609,4.79417396894969
4133,-0.760037682452722
4294,3.00685392501365
4296,5.56738501734332
7786,1.36498091945321
9175,1.47424588496698
9020,3.30654832930971
389840,-6.64385618977472
4214,2.8405646226171
10746,2.97478209493293
4215,2.96681031913962
4216,3.73203966708788
4217,3.46941877547659
9064,1.85551479924809
6885,3.9644017904259
1326,2.24732424805229
4293,1.26392213804876
11184,2.31286621947776
5871,3.29267421963888
8491,3.98325244558513
9448,4.73855554177681
11183,3.77169863030833
4134,6.46373868267384
79929,-0.177694126177209
4135,0.549420298348548
55700,5.60461637693895
256714,-0.506472326105202
79649,1.44548557865997
9053,5.75864141435151
79884,-1.07948345449855
5602,1.3951967959108
5600,1.96300371003767
6300,1.62502535905474
5603,6.63438453705337
1432,5.35193639387491
225689,1.10254103189533
93487,4.35697342271488
5594,4.95313574046204
5595,6.19722425088891
5596,-2.9308304624783
5597,4.5391873811533
5598,3.58658051417808
9479,2.87012967420866
23542,-0.783725527828981
23162,4.98998857847848
5599,3.92376984676763
5601,4.51748792959612
79109,5.50679606183329
9261,6.05339644146456
7867,5.35149311987341
8550,5.44826238851238
23005,1.77158015067329
8649,3.91450840252671
22919,6.6306847254122
10982,4.24827781898819
22924,4.19292111503323
4137,-1.13363444031699
162333,-4.58637651704964
441061,-6.64385618977472
55016,0.820772649811558
51257,3.84369503870019
115123,2.02981803620848
57574,-1.74848490498304
54708,4.24778942200967
10299,5.00680118947022
64844,5.05102475460306
220972,2.91777324275408
92979,4.43992424775017
65108,8.96050693410669
4082,5.75791307400074
8685,-1.43555603076212
4139,2.43378993061544
2011,5.16881403530642
4140,5.03602715030464
57787,3.43100844319801
92935,3.6442905567832
4141,6.28398750023424
83742,4.22798701824087
153562,4.48544147220883
91862,4.48823330340483
116511,-2.97845461407835
4142,-6.64385618977472
5648,-1.54045938082844
10747,0.238063418345396
22983,-2.51646423678424
23139,5.03646696002954
23031,3.0386787899626
375449,3.69379887153466
84930,2.48735159460976
4143,0.828840229136944
4144,7.37697382014492
27430,6.14196333201737
4145,0.422810524983884
4146,-3.96270332808769
4147,5.31371093973604
